id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers
10074,0.6,AGSL,VS1,F,Excellent,61.6,,5.44x5.41x3.34,Excellent,DR Congo,Round,Excellent,56.0,1,2970.780979837262
10075,0.61,GemEx,SI1,J,Excellent,,,5.43x5.41x3.35,Excellent,Canada,Oval,Very good,59.0,1,
10076,0.71,AGSL,VS1,J,Very good,57.3,False,5.83x5.9x3.36,Good,Canada,Marquise,Good,66.0,1,
10077,1.5,,SI2,J,Very good,64.0,,7.3x7.19x4.64,Excellent,Australia,Round,Very good,57.0,2,
10078,0.7,AGSL,SI2,G,Very good,62.7,,5.69x5.66x3.56,Excellent,Russia,Emerald,Excellent,54.0,1,
10079,0.73,AGSL,SI1,G,Excellent,60.4,True,5.84x5.79x3.51,Excellent,DR Congo,Round,Excellent,60.0,1,
10080,0.9,AGSL,SI1,E,Excellent,,,6.25x6.2x3.82,Excellent,South Africa,Oval,Very good,,3,
10081,0.59,,I1,F,Very good,62.1,,5.41x5.36x3.34,Excellent,Botswana,Princess,Good,60.0,1,
10082,1.11,AGSL,SI2,J,Excellent,61.5,,6.64x6.66x4.09,Excellent,Botswana,Round,Excellent,,1,
10083,1.11,AGSL,IF,E,Excellent,,,6.61x6.66x4.12,Excellent,South Africa,Round,Excellent,,2,10663.229856578584
10084,1.11,AGSL,I1,H,Very good,62.6,,6.59x6.57x4.12,Excellent,Angola,Princess,Excellent,,2,
10085,1.04,AGSL,SI1,F,Very good,61.5,,6.53x6.55x4.02,Excellent,Russia,Round,Excellent,57.0,2,7347.011896611327
10086,1.52,AGSL,SI1,H,Fair,61.2,,7.38x7.25x4.48,Very good,DR Congo,Princess,Good,65.0,4,
10087,1.08,AGSL,SI2,G,Excellent,60.3,,6.65x6.68x4.02,Excellent,Angola,Oval,Excellent,59.0,3,
10088,0.53,AGSL,SI1,E,Excellent,62.4,,5.16x5.18x3.23,Excellent,Angola,Oval,Excellent,57.0,1,2263.719811666183
10089,0.5,AGSL,SI1,F,Excellent,62.4,,5.06x5.1x3.17,Excellent,Russia,Round,Excellent,,1,1856.4969142888124
10090,1.04,AGSL,SI2,I,Very good,63.8,,6.32x6.39x4.05,Excellent,Angola,Round,Very good,59.0,1,
10091,1.0,AGSL,SI2,J,Good,65.9,,6.13x6.25x4.08,Very good,Russia,Round,Good,53.0,2,
10092,1.04,AGSL,SI2,G,Very good,,False,6.52x6.51x4,Excellent,Russia,Round,Very good,,1,
10093,0.7,AGSL,SI1,H,Very good,64.2,,5.52x5.58x3.56,Very good,Canada,Emerald,Very good,58.0,1,
10094,0.54,AGSL,SI2,G,Excellent,61.2,,5.25x5.27x3.22,Excellent,Russia,Round,Excellent,55.0,1,
10095,2.51,AGSL,SI2,H,Excellent,61.8,,8.73x8.67x5.37,Excellent,Angola,Round,Excellent,58.0,2,
10096,1.02,AGSL,SI2,I,Very good,64.2,,6.29x6.35x4.05,Excellent,Other/Unknown,Round,Excellent,58.0,2,
10097,1.31,,SI2,J,Excellent,62.2,,6.97x7.01x4.35,Excellent,Russia,Round,Excellent,,2,
10098,1.18,AGSL,SI2,J,Excellent,61.7,,6.8x6.82x4.2,Excellent,Russia,Round,Excellent,,1,
10099,1.1,AGSL,SI2,F,Very good,63.9,False,6.53x6.55x4.18,Excellent,Australia,Princess,Excellent,55.0,2,
10100,1.03,AGSL,VS1,K,Excellent,62.0,True,6.47x6.5x4.02,Excellent,Angola,Oval,Excellent,56.0,1,
10101,1.03,AGSL,SI2,H,Very good,,,6.33x6.35x4.04,Excellent,Russia,Round,Excellent,,2,
10102,1.01,,VS2,F,Very good,62.3,,6.32x6.37x3.95,Very good,South Africa,Pear,Very good,58.0,2,
10103,1.01,AGSL,SI1,F,Excellent,62.5,,6.35x6.43x3.99,Excellent,Australia,Pear,Very good,58.0,2,
10104,1.01,AGSL,SI1,F,Very good,62.9,,6.38x6.33x4,Very good,Russia,Round,Excellent,58.0,2,6827.404045478924
10105,1.01,,SI2,I,Very good,62.9,,6.33x6.37x3.99,Excellent,Botswana,Round,Very good,58.0,2,
10106,1.09,AGSL,SI2,I,Excellent,58.9,False,6.73x6.76x3.97,Excellent,DR Congo,Princess,Excellent,,1,
10107,0.72,AGSL,SI2,F,Excellent,61.9,,5.76x5.79x3.57,Excellent,Botswana,Oval ,Excellent,55.0,2,3485.548976579257
10108,0.9,AGSL,VS2,I,Excellent,60.4,False,6.27x6.28x3.79,Excellent,Botswana,Princess,Excellent,59.0,3,
10109,0.9,AGSL,VS2,E,Very good,62.4,,6.1x6.11x3.81,Excellent,South Africa,Oval,Excellent,59.0,2,6265.618850662272
10110,1.13,AGSL,SI2,H,Excellent,62.4,,6.63x6.67x4.15,Excellent,Botswana,Round,Excellent,,2,
10111,0.7,AGSL,SI2,D,Very good,,True,5.67x5.71x3.45,Very good,Zimbabwe,Round,Very good,60.0,1,
10112,0.7,AGSL,SI2,F,Very good,63.6,,5.57x5.58x3.54,Very good,Russia,Round,Excellent,60.0,1,
10113,1.09,,VVS1,K,Excellent,61.5,,6.62x6.68x4.09,Excellent,South Africa,Princess,Excellent,55.0,4,
10114,1.51,AGSL,SI2,H,Very good,63.9,,7.17x7.24x4.6,Very good,Canada,Princess,Excellent,58.0,2,
10115,1.21,AGSL,SI2,F,Excellent,59.7,,6.93x6.95x4.14,Excellent,South Africa,Round,Excellent,60.0,2,
10116,1.5,AGSL,VS1,F,Very good,,,7.5x7.47x4.46,Excellent,South Africa,Round,Excellent,61.0,4,
10117,3.03,AGSL,VS1,H,Very good,61.8,,9.2x9.34x5.73,Good,Botswana,Round,Good,60.0,2,
10118,1.5,AGSL,VS2,D,Excellent,62.1,,7.35x7.32x4.56,Excellent,Russia,Marquise,Excellent,57.0,2,16319.02566743625
10119,0.52,AGSL,SI1,E,Excellent,62.2,,5.15x5.13x3.2,Excellent,Botswana,Round,Excellent,57.0,1,2192.4080838358336
10120,0.9,AGSL,VS1,D,Good,63.9,,6x6.02x3.84,Good,Angola,Emerald,Very good,57.0,2,6604.507046500878
10121,0.8,AGSL,SI1,G,Excellent,,,5.94x5.96x3.69,Excellent,Canada,Round,Very good,,2,
10122,0.9,AGSL,SI2,E,Excellent,62.3,,6.11x6.2x3.83,Very good,Russia,Oval,Very good,58.0,1,
10123,1.0,AGSL,SI2,D,Very good,60.9,,6.38x6.42x3.9,Excellent,Russia,Round,Excellent,62.0,3,
10124,1.0,GemEx,VS1,E,Very good,61.9,,6.32x6.41x3.94,Excellent,Botswana,Marquise,Very good,63.0,2,7750.22316669039
10125,1.0,AGSL,SI2,E,Good,61.3,,6.33x6.38x3.9,Very good,Australia,Round,Very good,64.0,4,
10126,1.22,AGSL,SI2,G,Excellent,,,6.81x6.84x4.24,Excellent,Russia,Round,Excellent,57.0,3,
10127,1.22,AGSL,SI2,H,Excellent,,,6.9x6.94x4.2,Excellent,Russia,Round,Excellent,60.0,4,
10128,1.05,AGSL,SI2,H,Good,64.8,,6.26x6.32x4.07,Excellent,Botswana,Oval,Very good,60.0,3,
10129,0.92,,SI2,F,Very good,,,6.08x6.11x3.9,Excellent,Russia,Round,Excellent,,1,
10130,1.3,AGSL,VS1,J,Excellent,62.4,,6.95x6.98x4.35,Excellent,Russia,Round,Excellent,,4,
10131,1.02,AGSL,SI1,I,Excellent,,False,6.4x6.44x4.02,Excellent,Canada,Marquise,Excellent,56.0,1,
10132,1.01,,SI2,H,Very good,64.3,,6.27x6.29x4.03,Very good,Russia,Oval,Good,55.0,1,
10133,1.0,AGSL,SI1,D,Very good,63.8,False,6.23x6.32x4.01,Very good,Russia,Pear,Very good,,2,7363.360250760053
10134,1.0,GemEx,VS2,I,Very good,,False,6.25x6.34x4.04,Excellent,DR Congo,Emerald,Very good,,3,
10135,1.0,GemEx,SI1,F,Very good,64.2,,6.27x6.31x4.03,Excellent,Russia,Princess,Excellent,,3,
10136,1.0,AGSL,SI2,E,Good,,,6.2x6.25x4.04,Good,Russia,Round,Very good,,2,
10137,1.0,AGSL,VVS1,K,Good,64.9,,6.24x6.27x4.06,Excellent,Australia,Round,Excellent,57.0,2,
10138,1.3,AGSL,VS1,J,Excellent,,,6.99x7.01x4.37,Excellent,Russia,Emerald,Excellent,,4,
10139,1.51,AGSL,VS2,E,Good,59.2,,7.36x7.37x4.36,Excellent,Angola,Round,Excellent,61.0,3,
10140,1.51,AGSL,SI2,I,Excellent,60.2,,7.39x7.42x4.45,Excellent,Russia,Oval,Excellent,61.0,4,
10141,1.0,AGSL,SI2,I,Excellent,,,6.54x6.55x3.84,Excellent,Russia,Round,Excellent,61.0,2,
10142,1.0,AGSL,SI2,H,Very good,59.3,,6.49x6.52x3.85,Excellent,Russia,Marquise,Excellent,61.0,1,
10143,1.5,AGSL,VS2,D,Excellent,61.2,,7.34x7.38x4.5,Excellent,South Africa,Oval,Excellent,59.0,4,
10144,1.4,AGSL,SI2,F,Very good,62.4,,7.04x7.06x4.4,Excellent,Russia,Round,Excellent,59.0,4,
10145,1.23,AGSL,VS2,I,Excellent,61.3,,6.93x6.89x4.23,Excellent,Other/Unknown,Round,Excellent,,4,
10146,1.23,AGSL,SI2,G,Very good,63.0,,6.71x6.74x4.24,Very good,Russia,Round,Very good,59.0,2,
10147,1.23,,VS1,J,Excellent,60.4,,6.94x6.95x4.19,Excellent,Botswana,Round,Excellent,,1,
10148,0.9,AGSL,SI1,E,Good,65.3,,5.91x5.98x3.88,Good,Russia,Round,Very good,56.0,1,5393.246541477641
10149,1.2,AGSL,SI2,H,Very good,64.3,,6.67x6.71x4.3,Very good,Botswana,Emerald,Excellent,58.0,1,
10150,1.2,AGSL,SI2,H,Very good,59.3,True,6.9x6.94x4.1,Excellent,DR Congo,Oval,Excellent,,3,
10151,1.52,AGSL,SI2,L,Excellent,62.1,,7.36x7.38x4.57,Excellent,Canada,Emerald,Excellent,58.0,3,
10152,1.01,AGSL,SI2,G,Excellent,62.4,,6.41x6.45x4.01,Excellent,Canada,Round,Excellent,56.0,3,
10153,1.01,,SI2,G,Excellent,62.6,,6.38x6.42x4,Excellent,Russia,Princess,Excellent,56.0,2,
10154,2.06,AGSL,SI2,K,Very good,64.2,,7.96x7.99x5.12,Excellent,Russia,Oval,Very good,59.0,3,
10155,2.0,AGSL,VVS2,L,Very good,63.5,,7.97x7.93x5.05,Excellent,Russia,Round,Excellent,58.0,3,
10156,1.2,AGSL,SI2,G,Very good,,True,6.63x6.68x4.29,Excellent,DR Congo,Round,Excellent,,4,
10157,1.01,AGSL,SI2,E,Very good,63.6,,6.32x6.28x4.01,Excellent,Other/Unknown,Round,Very good,57.0,3,
10158,1.01,AGSL,SI2,E,Very good,63.8,,6.25x6.3x4,Excellent,Russia,Round,Excellent,57.0,2,7005.475321277097
10159,1.2,AGSL,SI2,E,Excellent,62.5,,6.75x6.77x4.23,Excellent,DR Congo,Round,Excellent,,3,
10160,1.2,AGSL,VS1,E,Excellent,62.6,,6.74x6.81x4.24,Very good,South Africa,Princess,Very good,57.0,2,10593.167047701412
10161,0.9,AGSL,SI1,D,Very good,62.9,,6.13x6.16x3.87,Very good,Canada,Round,Good,,4,
10162,1.2,,SI2,I,Very good,63.6,,6.69x6.73x4.27,Excellent,Canada,Round,Very good,55.0,3,
10163,1.21,AGSL,SI2,I,Excellent,62.3,,6.8x6.84x4.25,Very good,Canada,Emerald,Excellent,57.0,3,
10164,1.21,AGSL,SI2,G,Excellent,62.4,,6.77x6.81x4.24,Excellent,Australia,Emerald,Excellent,,2,
10165,0.6,AGSL,VS2,F,Excellent,60.8,,5.43x5.46x3.31,Very good,Botswana,Round,Excellent,,1,2685.180916343548
10166,1.03,,SI2,F,Excellent,61.4,,6.47x6.51x3.98,Excellent,Botswana,Round,Excellent,,3,
10167,1.0,AGSL,SI2,G,Very good,63.6,,6.21x6.28x3.97,Excellent,South Africa,Emerald,Very good,59.0,1,
10168,1.01,AGSL,SI2,H,Excellent,59.0,,6.56x6.58x3.88,Excellent,DR Congo,Round,Excellent,,2,
10169,1.72,AGSL,SI1,N,Excellent,,,7.64x7.68x4.79,Excellent,DR Congo,Round,Excellent,57.0,4,
10170,1.51,AGSL,VS2,H,Very good,63.2,,7.19x7.25x4.56,Excellent,Australia,Round,Very good,56.0,2,
10171,1.58,GemEx,IF,J,Excellent,59.8,,7.63x7.61x4.56,Excellent,South Africa,Round,Excellent,60.0,2,16372.348182054875
10172,0.9,GemEx,VVS1,D,Very good,59.9,,6.28x6.34x3.78,Excellent,South Africa,Round,Very good,60.0,2,7151.079663272458
10173,0.9,AGSL,SI1,E,Excellent,60.8,,6.19x6.21x3.77,Excellent,Canada,Round,Excellent,60.0,1,5704.5733465456315
10174,0.9,AGSL,VS2,I,Excellent,,,6.2x6.24x3.79,Excellent,Botswana,Marquise,Excellent,,1,
10175,0.9,GemEx,SI2,E,Very good,61.4,,6.18x6.26x3.82,Excellent,South Africa,Princess,Good,60.0,3,
10176,0.9,AGSL,VS2,D,Excellent,62.0,,6.14x6.17x3.82,Excellent,Australia,Round,Excellent,60.0,2,6630.782826196965
10177,0.9,AGSL,VS1,L,Excellent,,,6.12x6.14x3.84,Excellent,Russia,Oval ,Excellent,,2,
10178,0.9,AGSL,SI1,I,Excellent,60.0,,6.24x6.26x3.75,Excellent,Australia,Pear,Excellent,59.0,1,
10179,0.9,AGSL,SI2,E,Excellent,60.1,,6.2x6.23x3.74,Excellent,Canada,Round,Excellent,61.0,4,
10180,0.9,,VVS1,L,Excellent,61.3,,6.2x6.24x3.81,Very good,Other/Unknown,Marquise,Excellent,61.0,1,
10181,0.9,AGSL,SI1,J,Very good,62.7,,6.09x6.14x3.83,Very good,South Africa,Round,Very good,61.0,3,
10182,0.9,AGSL,SI2,E,Very good,,,6.23x6.29x3.69,Very good,Russia,Princess,Very good,,3,
10183,0.81,AGSL,VS2,D,Very good,,,5.86x5.91x3.71,Excellent,Russia,Princess,Very good,,2,5459.453246722658
10184,0.81,GemEx,VS2,E,Very good,60.3,,6.02x6.05x3.64,Very good,DR Congo,Round,Good,,1,4696.333320169747
10185,0.81,AGSL,SI1,E,Excellent,59.7,,6.06x6.08x3.62,Excellent,Botswana,Round,Excellent,,2,4932.825776672439
10186,0.81,AGSL,SI1,F,Good,58.0,,6.11x6.12x3.55,Very good,Russia,Round,Good,,1,
10187,0.81,AGSL,SI1,F,Very good,62.2,,5.91x5.99x3.7,Excellent,Australia,Round,Very good,61.0,2,4538.186631212772
10188,0.9,AGSL,SI2,D,Excellent,61.4,,6.19x6.22x3.81,Excellent,Russia,Round,Excellent,58.0,3,
10189,0.4,GemEx,SI1,E,Excellent,61.3,False,4.77x4.79x2.93,Very good,Russia,Emerald,Very good,,1,1310.9893329480933
10190,0.4,AGSL,SI1,E,Excellent,61.5,,4.72x4.75x2.91,Excellent,Botswana,Round,Very good,57.0,1,1382.1246897896917
10191,0.4,AGSL,VS1,D,Excellent,,False,4.69x4.75x2.93,Excellent,DR Congo,Round,Very good,57.0,1,1871.9390610814576
10192,1.33,AGSL,VS2,E,Excellent,62.6,,6.98x7.02x4.38,Excellent,Russia,Round,Excellent,,2,12622.303865809692
10193,0.9,GemEx,SI1,J,Excellent,59.8,,6.26x6.23x3.73,Excellent,Russia,Round,Very good,,1,
10194,0.7,AGSL,SI1,H,Good,62.4,,5.53x5.62x3.48,Good,Russia,Round,Good,,1,
10195,1.02,AGSL,VVS1,D,Excellent,62.3,,6.45x6.48x4.03,Excellent,Russia,Round,Excellent,,3,14969.501741436934
10196,1.02,AGSL,SI1,E,Very good,,,6.63x6.63x3.92,Very good,Russia,Round,Very good,56.0,3,
10197,1.02,AGSL,VS2,D,Excellent,,,6.44x6.47x4.02,Excellent,Canada,Radiant,Excellent,,4,
10198,1.02,AGSL,VS2,E,Excellent,62.5,,6.42x6.49x4.03,Excellent,Canada,Asscher,Excellent,,4,
10199,1.41,AGSL,SI2,H,Excellent,62.1,,7.19x7.15x4.45,Excellent,South Africa,Emerald,Excellent,,4,
10200,1.03,AGSL,SI2,H,Excellent,61.5,,6.48x6.51x4,Very good,Australia,Round,Very good,56.0,1,
10201,0.55,AGSL,VVS2,G,Good,,,5.21x5.31x3.26,Very good,Russia,Pear,Good,,1,2545.13594321951
10202,2.19,AGSL,SI2,H,Excellent,62.6,,8.25x8.31x5.18,Excellent,Russia,Round,Excellent,57.0,2,
10203,1.01,GemEx,SI2,E,Excellent,61.6,,6.4x6.42x3.95,Very good,Other/Unknown,Marquise,Very good,58.0,4,
10204,1.01,AGSL,VS1,G,Excellent,,,6.39x6.46x3.97,Very good,Zimbabwe,Princess,Very good,,3,
10205,1.01,AGSL,SI2,F,Excellent,61.9,,6.37x6.4x3.95,Very good,Canada,Round,Excellent,58.0,2,
10206,1.01,AGSL,SI2,G,Excellent,62.1,,6.41x6.42x3.99,Excellent,Russia,Radiant,Excellent,58.0,3,
10207,1.01,AGSL,I1,H,Good,57.1,,6.51x6.55x3.73,Good,Russia,Round,Good,64.0,3,
10208,1.01,AGSL,VS1,I,Good,61.8,,6.31x6.5x3.96,Very good,Russia,Radiant,Fair,64.0,2,
10209,1.07,,SI1,J,Excellent,61.1,,6.63x6.59x4.04,Excellent,Russia,Round,Excellent,,2,
10210,1.07,AGSL,VS1,D,Excellent,60.6,,6.63x6.59x4.01,Excellent,DR Congo,Marquise,Excellent,61.0,4,
10211,1.05,AGSL,VS2,J,Excellent,60.3,,6.6x6.59x3.98,Excellent,Russia,Round,Excellent,,1,
10212,1.26,AGSL,SI2,Ffancy darkbrown, ,62.1,,6.79x6.98x4.28,Very good,Botswana,Round,Good,59.0,2,
10213,0.77,AGSL,I1,E,Good,58.7,,6x6.05x3.54,Very good,Zimbabwe,Princess,Good,63.0,2,
10214,0.7,AGSL,VS2,L,Excellent,61.9,,5.69x5.72x3.53,Excellent,Canada,Round,Excellent,55.0,1,
10215,0.54,,SI1,D,Excellent,61.8,,5.21x5.19x3.21,Excellent,Canada,Round,Excellent,60.0,1,2193.3838996807485
10216,0.82,AGSL,SI1,G,Very good,62.0,,5.96x6x3.7,Good,South Africa,Princess,Very good,58.0,1,
10217,2.04,AGSL,SI2,F,Excellent,62.1,,8.12x8.15x5.05,Excellent,Russia,Marquise,Very good,57.0,2,
10218,2.04,AGSL,VVS2,F,Excellent,60.1,,8.23x8.29x4.97,Excellent,Russia,Emerald,Excellent,60.0,2,29174.390703292076
10219,0.72,AGSL,SI1,E,Excellent,61.2,,5.79x5.75x3.53,Excellent,Canada,Princess,Excellent,61.0,2,4005.1975370146038
10220,2.01,AGSL,SI2,J,Excellent,,,8.1x8.05x5.01,Excellent,DR Congo,Round,Excellent,57.0,3,
10221,2.01,AGSL,SI1,J,Excellent,,,8.05x8x5.02,Excellent,Russia,Round,Excellent,57.0,3,
10222,1.03,GemEx,SI2,H,Very good,62.6,False,6.44x6.4x4.02,Very good,Botswana,Round,Very good,59.0,1,
10223,1.2,AGSL,SI1,G,Excellent,62.5,,6.77x6.74x4.22,Excellent,Botswana,Round,Excellent,,2,
10224,2.01,AGSL,SI2,H,Excellent,60.9,,8.2x8.14x60.9,Excellent,Russia,Round,Excellent,59.0,2,
10225,0.71,AGSL,SI1,E,Very good,63.8,,5.58x5.6x3.57,Very good,Botswana,Emerald,Excellent,,1,3650.7709055583523
10226,1.0,AGSL,SI2,D,Very good,62.5,,6.34x6.38x3.97,Excellent,South Africa,Pear,Very good,57.0,2,7158.289991582086
10227,1.0,AGSL,SI2,D,Excellent,61.6,,6.39x6.43x3.95,Excellent,Russia,Round,Excellent,58.0,4,
10228,1.0,AGSL,VVS2,H,Good,58.4,,6.57x6.6x3.85,Very good,Botswana,Round,Good,59.0,4,
10229,1.0,AGSL,SI2,F,Excellent,60.0,False,6.47x6.49x3.89,Excellent,Botswana,Pear,Excellent,60.0,1,
10230,1.11,AGSL,VS1,F,Excellent,62.2,,6.65x6.67x4.14,Excellent,Canada,Emerald,Excellent,55.0,3,
10231,1.11,AGSL,SI1,H,Excellent,60.3,,6.71x6.74x4.05,Excellent,Russia,Round,Excellent,58.0,2,
10232,1.11,AGSL,SI2,J,Excellent,61.7,,6.64x6.67x4.11,Excellent,Australia,Round,Excellent,58.0,2,
10233,1.11,AGSL,SI2,D,Excellent,,,6.61x6.62x4.13,Excellent,Russia,Round,Excellent,58.0,2,8778.202375321267
10234,1.6,GemEx,VVS2,H,Excellent,62.4,,7.43x7.48x4.65,Excellent,Russia,Round,Excellent,57.0,4,
10235,1.6,,VS2,H,Excellent,62.1,,7.44x7.51x4.64,Excellent,Russia,Princess,Excellent,59.0,2,
10236,1.53,AGSL,VS2,L,Very good,,,7.62x7.63x4.48,Very good,Zimbabwe,Round,Very good,55.0,2,
10237,1.53,AGSL,SI1,F,Excellent,61.6,,7.4x7.43x4.57,Excellent,Botswana,Round,Excellent,,4,
10238,1.05,AGSL,VS1,L,Very good,60.5,,6.58x6.64x4,Good,Russia,Round,Very good,,2,
10239,1.05,GemEx,I1,K,Excellent,,,6.51x6.53x4,Very good,Botswana,Round,Excellent,57.0,2,
10240,1.03,AGSL,SI2,D,Excellent,62.6,False,6.46x6.49x4.05,Excellent,DR Congo,Princess,Excellent,55.0,2,7659.146820435386
10241,1.03,AGSL,VS2,D,Excellent,,,6.51x6.53x4.01,Excellent,Australia,Round,Excellent,,2,8365.813695390194
10242,1.03,AGSL,SI2,E,Excellent,62.4,,6.43x6.48x4.03,Excellent,Botswana,Round,Excellent,57.0,4,
10243,0.7,AGSL,VS1,G,Excellent,62.3,,5.66x5.72x3.55,Excellent,Russia,Oval ,Excellent,55.0,2,3738.479857597991
10244,0.7,AGSL,VS2,D,Excellent,60.6,,5.76x5.78x3.5,Excellent,Botswana,Round,Very good,,3,
10245,0.7,AGSL,SI1,D,Excellent,,,5.67x5.74x3.53,Excellent,Australia,Round,Very good,56.0,1,3851.990707086985
10246,0.7,AGSL,I1,E,Excellent,62.2,,5.67x5.71x3.54,Excellent,Russia,Round,Excellent,,1,
10247,0.7,AGSL,SI1,G,Excellent,62.3,False,5.65x5.69x3.54,Excellent,Angola,Round,Excellent,56.0,1,3132.637355232135
10248,1.3,AGSL,VS2,H,Excellent,61.5,,6.99x7.01x4.3,Excellent,Russia,Round,Excellent,,2,
10249,3.47,AGSL,SI2,H,Excellent,62.5,,9.62x9.65x6.03,Excellent,Canada,Round,Excellent,,2,
10250,1.3,AGSL,SI1,J,Excellent,62.1,,6.99x7.01x4.35,Excellent,DR Congo,Emerald,Excellent,55.0,3,
10251,1.3,AGSL,SI2,G,Excellent,62.5,,6.95x7x4.36,Excellent,Russia,Round,Excellent,55.0,4,
10252,3.47,AGSL,VS2,J,Excellent,,,9.64x9.69x6.01,Excellent,Russia,Marquise,Excellent,57.0,2,
10253,1.3,AGSL,VS1,E,Excellent,62.1,,6.96x7x4.33,Excellent,Russia,Round,Excellent,56.0,3,
10254,1.28,AGSL,SI2,H,Excellent,,,6.94x6.96x4.3,Excellent,Botswana,Asscher,Excellent,57.0,4,
10255,1.28,AGSL,SI2,K,Excellent,62.4,,6.91x6.93x4.32,Excellent,Australia,Round,Excellent,,3,
10256,1.08,,SI1,I,Excellent,62.1,,6.55x6.57x4.08,Excellent,Australia,Oval ,Excellent,56.0,2,
10257,1.08,,SI2,H,Excellent,,,6.58x6.61x4.07,Excellent,DR Congo,Round,Excellent,57.0,2,
10258,1.28,AGSL,SI2,E,Excellent,61.0,,6.96x7.01x4.26,Excellent,Australia,Radiant,Excellent,60.0,3,
10259,1.25,AGSL,VVS2,H,Excellent,62.6,,6.87x6.89x4.32,Excellent,Russia,Marquise,Excellent,54.0,2,11082.626208940388
10260,1.25,AGSL,IF,I,Excellent,62.6,,6.85x6.92x4.31,Excellent,DR Congo,Round,Excellent,56.0,3,14372.494654720813
10261,1.25,AGSL,SI1,I,Excellent,,,6.86x6.9x4.31,Excellent,Australia,Oval,Excellent,,2,
10262,1.25,AGSL,I3,H, ,,,6.79x6.87x4.29,Very good,Botswana,Round,Good,57.0,2,
10263,1.25,AGSL,VS1,I,Excellent,,,6.82x6.88x4.33,Excellent,Other/Unknown,Round,Excellent,,3,
10264,1.08,AGSL,SI2,I,Excellent,61.7,,6.58x6.6x4.06,Excellent,Canada,Radiant,Excellent,59.0,4,
10265,1.1,AGSL,SI2,L,Excellent,62.0,,6.63x6.66x4.12,Excellent,Canada,Round,Excellent,57.0,1,
10266,1.1,AGSL,SI2,E,Excellent,61.7,,6.63x6.65x4.1,Excellent,Russia,Round,Excellent,,2,8216.727413267421
10267,0.5,AGSL,I1,F,Excellent,61.5,,5.11x5.15x3.15,Excellent,South Africa,Pear,Excellent,57.0,1,
10268,2.51,GemEx,SI2,D,Excellent,62.4,,8.69x8.72x5.43,Excellent,Russia,Round,Excellent,54.0,2,
10269,2.51,AGSL,VS1,J,Excellent,62.4,,8.63x8.69x5.4,Excellent,Angola,Round,Excellent,,2,
10270,2.51,AGSL,VS1,D,Excellent,62.8,,8.6x8.67x5.42,Excellent,Russia,Round,Excellent,57.0,2,43133.42789120495
10271,0.5,AGSL,I1,I,Excellent,60.9,,5.12x5.14x3.12,Excellent,Botswana,Asscher,Excellent,59.0,1,
10272,1.09,AGSL,SI2,F,Excellent,62.5,,6.54x6.56x4.09,Excellent,Other/Unknown,Round,Excellent,56.0,2,
10273,1.09,AGSL,SI2,K,Excellent,62.6,,6.54x6.58x4.11,Excellent,DR Congo,Round,Excellent,,1,
10274,1.09,GemEx,I1,G,Very good,63.1,,6.53x6.57x4.13,Excellent,Botswana,Round,Good,,2,
10275,1.12,AGSL,SI2,G,Excellent,62.7,,6.6x6.65x4.15,Excellent,Botswana,Round,Excellent,,2,
10276,1.12,AGSL,SI2,H,Excellent,62.0,,6.62x6.66x4.12,Excellent,Russia,Pear,Excellent,57.0,2,
10277,1.12,AGSL,SI2,E,Excellent,,,6.71x6.73x4.08,Excellent,Botswana,Oval,Excellent,59.0,2,8499.004111249069
10278,2.5,AGSL,VS2,F,Excellent,,,8.66x8.7x5.37,Excellent,Russia,Pear,Excellent,55.0,2,
10279,1.12,AGSL,VS1,H,Excellent,60.0,,6.73x6.78x4.05,Excellent,Botswana,Princess,Excellent,60.0,2,8333.969827350873
10280,1.09,AGSL,SI2,G,Excellent,62.2,,6.56x6.59x4.09,Excellent,Botswana,Round,Excellent,,4,
10281,2.5,GemEx,VS1,H,Excellent,62.5,,8.63x8.67x5.4,Excellent,Canada,Princess,Excellent,56.0,2,
10282,0.62,AGSL,VS2,H,Very good,63.6,,5.32x5.37x3.4,Very good,Russia,Pear,Very good,,1,
10283,3.01,,SI1,G,Excellent,62.1,,9.19x9.21x5.72,Excellent,Australia,Round,Excellent,60.0,2,
10284,3.05,AGSL,SI1,E,Excellent,,,9.28x9.36x5.78,Excellent,Zimbabwe,Round,Excellent,,2,
10285,3.05,AGSL,SI1,E,Excellent,60.0,False,9.39x9.41x5.64,Excellent,Other/Unknown,Emerald,Excellent,59.0,2,
10286,1.13,GemEx,I1,G,Excellent,,,6.79x6.83x4.07,Excellent,Russia,Emerald,Very good,57.0,2,
10287,1.13,AGSL,VS2,D,Excellent,59.8,,6.81x6.84x4.09,Excellent,Zimbabwe,Emerald,Excellent,59.0,2,9837.507383652279
10288,1.73,,VVS2,I,Excellent,62.5,,7.67x7.72x4.81,Excellent,Australia,Round,Excellent,54.0,2,
10289,1.73,AGSL,SI1,H,Excellent,61.8,,7.7x7.72x4.76,Excellent,Botswana,Pear,Excellent,56.0,2,
10290,1.73,,VS1,F,Excellent,62.3,,7.63x7.69x4.77,Excellent,DR Congo,Radiant,Excellent,57.0,2,
